neighborhood,description,space,price,bedrooms,agent,price_inc,address,interior,zip_code
<span>Stadsdeel Nieuw-West</span>,,"50 m²,50 m²","€ 1.200,-,€ 1.200,-",2,,Price inclusive: Service costs,,"Furnished,or unfurnished",1067 PV Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"130 m²,130 m²","€ 1.055,-,€ 1.055,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1067 XA Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"90 m²,90 m²","€ 1.250,-,€ 1.250,-",2,,Ground floor,,Furnished,1067 MT Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 2.700,-,€ 2.700,-",2,,Quality of public transportation: Good,,Furnished,1071 BA Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"92 m²,92 m²","€ 1.300,-,€ 1.300,-",3,,Bath tub,,Unfurnished,1067 MT Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"75 m²,75 m²","€ 1.750,-,€ 1.750,-",1,,Quality of public transportation: Good,,Furnished,1071 LX Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"95 m²,95 m²","€ 1.325,-,€ 1.325,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1067 DB Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"75 m²,75 m²","€ 1.325,-,€ 1.325,-",2,,,,Furnished,1033 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"210 m²,210 m²","€ 1.500,-,€ 1.500,-",4,,,,Furnished,1071 GR Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"120 m²,120 m²","€ 2.650,-,€ 2.650,-",1,,"exclusive:  Gas, Water, Electricity",,Furnished,1071 CS Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"75 m²,75 m²","€ 1.325,-,€ 1.325,-",2,,,,Furnished,1033 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"46 m²,46 m²","€ 935,-,€ 935,-",1,,,,Unfurnished,1032 KH Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 2.500,-,€ 2.500,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1071 CE Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 2.250,-,€ 2.250,-",2,,,,Furnished,1071 CD Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"40 m²,40 m²","€ 845,-,€ 845,-",1,,,,Unfurnished,1032 KH Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"130 m²,130 m²","€ 2.700,-,€ 2.700,-",2,,,,Furnished,1071 CD Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 2.995,-,€ 2.995,-",2,,Construction year: 1920,,Furnished,1071 EA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"220 m²,220 m²","€ 5.600,-,€ 5.600,-",3,,,,Shell,1071 CE Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 2.250,-,€ 2.250,-",2,,,,Unknown,1071 AP Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"65 m²,65 m²","€ 1.600,-,€ 1.600,-",2,,Construction year: 1900,,Unfurnished,1071 EL Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"150 m²,150 m²","€ 1.600,-,€ 1.600,-",4,,Quality of public transportation: Average,,Furnished,1035 KE Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"120 m²,120 m²","€ 4.500,-,€ 4.500,-",3,,Parking possibility,,Furnished,1071 ER Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"85 m²,85 m²","€ 2.250,-,€ 2.250,-",2,,,,Unfurnished,1071 BB Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"95 m²,95 m²","€ 1.500,-,€ 1.500,-",2,,Parking possibility,,Furnished,1013 AW Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"91 m²,91 m²","€ 1.300,-,€ 1.300,-",2,,Storage,,Unfurnished,1034 GA Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"60 m²,60 m²","€ 950,-,€ 950,-",1,,,,Furnished,1033 ZG Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"142 m²,142 m²","€ 2.250,-,€ 2.250,-",3,,Bath tub,,Unknown,1035 PW Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"50 m²,50 m²","€ 1.250,-,€ 1.250,-",1,,Quality of public transportation: Good,,Furnished,1034 DT Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"120 m²,120 m²","€ 2.000,-,€ 2.000,-",3,,Storage,,Furnished,1034 HC Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"75 m²,75 m²","€ 1.500,-,€ 1.500,-",2,,Quality of public transportation: Good,,Unfurnished,1034 BX Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"120 m²,120 m²","€ 2.000,-,€ 2.000,-",3,,Parking possibility,,Furnished,1035 PW Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"140 m²,140 m²","€ 2.100,-,€ 2.100,-",3,,Storage,,Furnished,1035 PW Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"80 m²,80 m²","€ 2.150,-,€ 2.150,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1035 PW Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"80 m²,80 m²","€ 1.150,-,€ 1.150,-",2,,Storage,,Furnished,1034 CK Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"100 m²,100 m²","€ 2.000,-,€ 2.000,-",2,,Storage,,Furnished,1035 SX Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"124 m²,124 m²","€ 1.600,-,€ 1.600,-",4,,Garden,,Furnished,1035 SE Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"89 m²,89 m²","€ 1.250,-,€ 1.250,-",2,,Garage,,Furnished,1033 KM Amsterdam (Noord-Holland)
<span>Stadsdeel Noord</span>,,"150 m²,150 m²","€ 1.800,-,€ 1.800,-",4,,Storage,,Furnished,1036 KR Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"150 m²,150 m²","€ 2.500,-,€ 2.500,-",3,,"exclusive:  Gas, Water, Electricity",,Unfurnished,1091 BS Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"150 m²,150 m²","€ 2.500,-,€ 2.500,-",3,,,,Unfurnished,1091 BS Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"185 m²,185 m²","€ 3.250,-,€ 3.250,-",3,,Garden,,Unfurnished,1091 RP Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"110 m²,110 m²","€ 2.500,-,€ 2.500,-",3,,"Price inclusive: Internet, Television",,Furnished,1018 ER Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 2.350,-,€ 2.350,-",1,,Storage,,Furnished,1018 GB Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"90 m²,90 m²","€ 2.350,-,€ 2.350,-",1,,Storage,,Furnished,1018 GB Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"150 m²,150 m²","€ 4.000,-,€ 4.000,-",3,,Garage,,"Furnished,or unfurnished",1054 GP Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"150 m²,150 m²","€ 4.000,-,€ 4.000,-",3,,Garage,,"Furnished,or unfurnished",1054 GP Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"60 m²,60 m²","€ 1.600,-,€ 1.600,-",1,,Quality of public transportation: Good,,Furnished,1018 VA Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"160 m²,160 m²","€ 3.500,-,€ 3.500,-",2,,,,Furnished,1054 ET Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"110 m²,110 m²","€ 2.250,-,€ 2.250,-",3,,"exclusive:  Gas, Water, Electricity",,Furnished,1054 JB Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"81 m²,81 m²","€ 2.450,-,€ 2.450,-",2,,,,"Furnished,or unfurnished",1054 HA Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"86 m²,86 m²","€ 2.950,-,€ 2.950,-",2,,"exclusive:  Gas, Water, Electricity",,Unfurnished,1054 HA Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"85 m²,85 m²","€ 2.450,-,€ 2.450,-",2,,,,Unknown,1054 HA Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"80 m²,80 m²","€ 1.950,-,€ 1.950,-",2,,Construction year: 1930,,Unfurnished,1018 XW Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"110 m²,110 m²","€ 2.100,-,€ 2.100,-",2,,Garage,,Unfurnished,1054 HS Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"115 m²,115 m²","€ 2.000,-,€ 2.000,-",2,,Storage,,"Furnished,or unfurnished",1018 VJ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"130 m²,130 m²","€ 2.945,-,€ 2.945,-",2,,,,Shell,1071 CE Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"140 m²,140 m²","€ 3.500,-,€ 3.500,-",2,,Price inclusive: Exclusive,,Furnished,1054 GT Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"130 m²,130 m²","€ 3.300,-,€ 3.300,-",3,,Parking possibility,,"Furnished,or unfurnished",1054 GG Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"70 m²,70 m²","€ 2.250,-,€ 2.250,-",1,,"Price inclusive: Gas, Water, Electricity",,"Furnished,or unfurnished",1054 GS Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"30 m²,30 m²","€ 2.700,-,€ 2.700,-",1,,,,Furnished,1054 GP Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"100 m²,100 m²","€ 1.850,-,€ 1.850,-",1,,"exclusive:  Gas, Water, Electricity",,Furnished,1054 GS Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"216 m²,216 m²","€ 4.750,-,€ 4.750,-",3,,Quality of public transportation: Good,,"Furnished,or unfurnished",1015 RA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"120 m²,120 m²","€ 3.500,-,€ 3.500,-",2,,Garage,,Unfurnished,1071 CH Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"90 m²,90 m²","€ 2.200,-,€ 2.200,-",2,,"exclusive:  Gas, Water, Electricity",,Unfurnished,1054 CT Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"216 m²,216 m²","€ 4.750,-,€ 4.750,-",3,,Quality of public transportation: Good,,"Furnished,or unfurnished",1015 RA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 3.400,-,€ 3.400,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1071 CH Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"170 m²,170 m²","€ 5.750,-,€ 5.750,-",4,,"exclusive:  Gas, Water, Electricity",,Furnished,1071 AL Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"216 m²,216 m²","€ 4.750,-,€ 4.750,-",3,,Quality of public transportation: Good,,"Furnished,or unfurnished",1015 RA Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"75 m²,75 m²","€ 1.800,-,€ 1.800,-",1,,,,Furnished,1054 CR Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"75 m²,75 m²","€ 1.650,-,€ 1.650,-",1,,"exclusive:  Gas, Water, Electricity",,Furnished,1054 BX Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"75 m²,75 m²","€ 1.900,-,€ 1.900,-",1,,Quality of public transportation: Good,,Furnished,1016 KN Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"80 m²,80 m²","€ 1.849,-,€ 1.849,-",1,,,,Furnished,1016 KN Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"75 m²,75 m²","€ 1.800,-,€ 1.800,-",1,,,,Furnished,1054 CR Amsterdam (Noord-Holland)
<span>Stadsdeel West</span>,,"80 m²,80 m²","€ 1.800,-,€ 1.800,-",1,,,,"Furnished,or unfurnished",1054 CR Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"60 m²,60 m²","€ 1.495,-,€ 1.495,-",1,,,,Furnished,1016 KD Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"165 m²,165 m²","€ 3.750,-,€ 3.750,-",4,,Storage,,Unfurnished,1015 NG Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"80 m²,80 m²","€ 1.950,-,€ 1.950,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1015 TN Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"89 m²,89 m²","€ 895,-,€ 895,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1066 TW Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"101 m²,101 m²","€ 1.075,-,€ 1.075,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1086 VG Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"89 m²,89 m²","€ 895,-,€ 895,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1066 TW Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"101 m²,101 m²","€ 1.075,-,€ 1.075,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1086 VG Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"117 m²,117 m²","€ 1.120,-,€ 1.120,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1087 DN Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"110 m²,110 m²","€ 2.400,-,€ 2.400,-",2,,Bath tub,,Furnished,1015 SJ Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"117 m²,117 m²","€ 1.120,-,€ 1.120,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1087 DN Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"40 m²,40 m²","€ 1.350,-,€ 1.350,-",1,,,,Unfurnished,1015 ZP Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"128 m²,128 m²","€ 920,-,€ 920,-",4,,"exclusive:  Gas, Water, Electricity",,Shell,1069 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"128 m²,128 m²","€ 920,-,€ 920,-",4,,"exclusive:  Gas, Water, Electricity",,Shell,1069 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"116 m²,116 m²","€ 920,-,€ 920,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 NL Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"116 m²,116 m²","€ 920,-,€ 920,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 NL Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"130 m²,130 m²","€ 2.500,-,€ 2.500,-",2,,,,Furnished,1015 SJ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"135 m²,135 m²","€ 2.500,-,€ 2.500,-",3,,Quality of public transportation: Average,,Furnished,1083 GJ Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"60 m²,60 m²","€ 1.550,-,€ 1.550,-",2,,,,Unfurnished,1015 ZP Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"135 m²,135 m²","€ 2.500,-,€ 2.500,-",3,,Quality of public transportation: Average,,Furnished,1083 GJ Amsterdam (Noord-Holland)
<span>Stadsdeel Centrum</span>,,"125 m²,125 m²","€ 2.450,-,€ 2.450,-",2,,Ground floor,,Unfurnished,1015 SG Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"89 m²,89 m²","€ 895,-,€ 895,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1066 TW Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"101 m²,101 m²","€ 1.075,-,€ 1.075,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1086 VG Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"101 m²,101 m²","€ 1.075,-,€ 1.075,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1086 VG Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"101 m²,101 m²","€ 1.075,-,€ 1.075,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1086 VG Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"117 m²,117 m²","€ 1.120,-,€ 1.120,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1087 DN Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"117 m²,117 m²","€ 1.120,-,€ 1.120,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1087 DN Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"117 m²,117 m²","€ 1.120,-,€ 1.120,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1087 DN Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"117 m²,117 m²","€ 1.120,-,€ 1.120,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1087 DN Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"116 m²,116 m²","€ 920,-,€ 920,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 NL Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"128 m²,128 m²","€ 920,-,€ 920,-",4,,"exclusive:  Gas, Water, Electricity",,Shell,1069 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"116 m²,116 m²","€ 920,-,€ 920,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 NL Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"128 m²,128 m²","€ 920,-,€ 920,-",4,,"exclusive:  Gas, Water, Electricity",,Shell,1069 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"135 m²,135 m²","€ 2.500,-,€ 2.500,-",3,,Quality of public transportation: Average,,Furnished,1083 GJ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"135 m²,135 m²","€ 2.500,-,€ 2.500,-",3,,Quality of public transportation: Average,,Furnished,1083 GJ Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"116 m²,116 m²","€ 920,-,€ 920,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 NL Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"125 m²,125 m²","€ 1.750,-,€ 1.750,-",3,,"exclusive:  Gas, Water, Electricity",,Unfurnished,1083 AK Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"90 m²,90 m²","€ 1.900,-,€ 1.900,-",2,,Parking possibility,,Furnished,1083 MG Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 1.750,-,€ 1.750,-",3,,"exclusive:  Gas, Water, Electricity",,Furnished,1083 MG Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"85 m²,85 m²","€ 1.650,-,€ 1.650,-",2,,Storage,,Furnished,1083 JP Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"100 m²,100 m²","€ 2.100,-,€ 2.100,-",3,,Flooring: Laminate,,"Furnished,or unfurnished",1083 BX Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"160 m²,160 m²","€ 2.950,-,€ 2.950,-",3,,Bath tub,,Unfurnished,1083 HA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"180 m²,180 m²","€ 3.250,-,€ 3.250,-",3,,Quality of public transportation: Average,,Unfurnished,1083 HD Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"190 m²,190 m²","€ 3.500,-,€ 3.500,-",3,,Parking possibility,,Furnished,1083 KC Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"116 m²,116 m²","€ 920,-,€ 920,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 NL Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"135 m²,135 m²","€ 2.500,-,€ 2.500,-",3,,Quality of public transportation: Average,,Furnished,1083 GJ Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"110 m²,110 m²","€ 1.500,-,€ 1.500,-",2,,Parking possibility,,Unfurnished,1083 KA Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"125 m²,125 m²","€ 2.475,-,€ 2.475,-",3,,Bath tub,,Furnished,1083 CR Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"125 m²,125 m²","€ 2.250,-,€ 2.250,-",3,,,,Unknown,1083 CR Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"75 m²,75 m²","€ 1.550,-,€ 1.550,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1083 AT Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"130 m²,130 m²","€ 2.200,-,€ 2.200,-",3,,Parking possibility,,Furnished,1083 CN Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"90 m²,90 m²","€ 1.500,-,€ 1.500,-",2,,Parking possibility,,Furnished,1083 EE Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"85 m²,85 m²","€ 1.250,-,€ 1.250,-",2,,Parking possibility,,Furnished,1069 BX Amsterdam (Noord-Holland)
<span>Stadsdeel Zuid</span>,,"80 m²,80 m²","€ 1.790,-,€ 1.790,-",1,,Price inclusive: Exclusive,,Furnished,1083 EB Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"185 m²,185 m²","€ 1.750,-,€ 1.750,-",3,,Storage,,Unfurnished,1060 NP Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"128 m²,128 m²","€ 920,-,€ 920,-",4,,"exclusive:  Gas, Water, Electricity",,Shell,1069 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"128 m²,128 m²","€ 920,-,€ 920,-",4,,"exclusive:  Gas, Water, Electricity",,Shell,1069 PS Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"116 m²,116 m²","€ 920,-,€ 920,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 NJ Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"180 m²,180 m²","€ 1.750,-,€ 1.750,-",4,,Parking possibility,,"Furnished,or unfurnished",1060 ME Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"100 m²,100 m²","€ 1.300,-,€ 1.300,-",2,,Price inclusive: Service costs,,Furnished,1069 HN Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"230 m²,230 m²","€ 4.000,-,€ 4.000,-",5,,Garden South ,,Furnished,1069 MG Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"90 m²,90 m²","€ 1.350,-,€ 1.350,-",2,,"Price inclusive: Service costs, Internet",,Furnished,1069 GA Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"150 m²,150 m²","€ 1.700,-,€ 1.700,-",4,,Parking possibility,,Furnished,1060 PP Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"150 m²,150 m²","€ 2.500,-,€ 2.500,-",4,,Storage,,Furnished,1060 PP Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"115 m²,115 m²","€ 915,-,€ 915,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 NS Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"70 m²,70 m²","€ 1.400,-,€ 1.400,-",2,,"exclusive:  Gas, Water, Electricity",,Furnished,1069 RL Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"80 m²,80 m²","€ 711,-,€ 711,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1069 NB Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"110 m²,110 m²","€ 1.850,-,€ 1.850,-",3,,Parking possibility,,Furnished,1069 RS Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"160 m²,160 m²","€ 1.850,-,€ 1.850,-",2,,Storage,,Furnished,1060 NX Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"98 m²,98 m²","€ 1.295,-,€ 1.295,-",3,,Bath tub,,Unfurnished,1069 DR Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"100 m²,100 m²","€ 1.850,-,€ 1.850,-",1,,Parking possibility,,Furnished,1087 EM Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"140 m²,140 m²","€ 2.350,-,€ 2.350,-",3,,Parking possibility,,Furnished,1087 CE Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"97 m²,97 m²","€ 890,-,€ 890,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 RE Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"105 m²,105 m²","€ 1.395,-,€ 1.395,-",3,,Storage,,Unfurnished,1087 CL Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"110 m²,110 m²","€ 905,-,€ 905,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 RE Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"101 m²,101 m²","€ 1.075,-,€ 1.075,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1086 VG Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"97 m²,97 m²","€ 925,-,€ 925,-",3,,"exclusive:  Gas, Water, Electricity",,Shell,1069 RE Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"89 m²,89 m²","€ 895,-,€ 895,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1066 TW Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"89 m²,89 m²","€ 895,-,€ 895,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1066 TW Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"89 m²,89 m²","€ 895,-,€ 895,-",2,,"exclusive:  Gas, Water, Electricity",,Shell,1066 TW Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"105 m²,105 m²","€ 2.200,-,€ 2.200,-",2,,Price inclusive: Exclusive,,Furnished,1058 GD Amsterdam (Noord-Holland)
<span>Stadsdeel Oost</span>,,"82 m²,82 m²","€ 1.600,-,€ 1.600,-",2,,Parking possibility,,Furnished,1087 GT Amsterdam (Noord-Holland)
<span>Stadsdeel Nieuw-West</span>,,"90 m²,90 m²","€ 1.350,-,€ 1.350,-",2,,"exclusive:  Gas, Water, Electricity",,"Furnished,or unfurnished",1062 KG Amsterdam (Noord-Holland)
